CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10011,3621.5877997425773,0.6869696749559373,25799.603753188396,30064.461929346333,11456.925926244046,12404.853406544004,0.10999103572831294,0.7853776980391074,0.2675341181175238,1.2648606586022346,24,291,26050.916198825213,45243.73632249069,14907.367942646852,0.7524124975462742,10
C10012,13261.177234347893,0.7567331996849254,43973.359754611345,8609.227274290506,18411.25049735754,31318.18999105123,0.841168187709387,0.14909181940444388,0.4778784093458845,0.949231109848938,91,187,16531.263785403033,7967.449588123289,58024.639972666584,0.2830747232865713,10
C10013,13371.973292404882,0.6893396974833889,41570.917354772035,5472.038573988195,19741.405394932688,38430.47375111662,0.8166958140215603,0.20343140238988663,0.4917371429259022,0.9043313073918193,91,184,12243.33747933813,9064.822744095418,63723.531396469894,0.3892140900443032,10
C10014,13425.244093301539,0.695068555410708,40339.94041291942,5874.272869107764,18700.953696275745,42306.792311947516,0.8958326308661018,0.27865393998891874,0.5568522715980596,1.0643635009758443,94,199,14457.075471391378,6520.566726996938,59938.7500067057,0.3482354272767532,10
C10015,13294.002782863266,0.7525019268355322,40006.73789280664,6808.155041786801,18761.808845893935,35333.26830986636,0.8771885789334607,0.23117678457819923,0.6274496053476712,1.0372560735226688,85,198,16436.502713361104,2706.0697208867705,64554.878909063336,0.2934097875656139,10
C10016,16336.157783840577,0.23788127141406842,10110.36137869325,32059.043253323114,9957.44860880313,23933.218189949854,0.48724393523360426,0.609837798724759,0.7617810382001778,1.025514193174915,47,182,4710.22485775611,20905.714702327128,56374.79949675239,0.16436069307517215,8
C10017,16004.605990184968,0.1946149517208522,9956.155210121238,33525.5938134075,10820.501192314037,24453.917475922233,0.47964634509350257,0.7442565748820698,0.6684344957569173,1.0567048378643507,47,159,5218.247736888069,18612.073097087945,59673.51328106209,0.1009662577808289,8
C10018,1801.40405281794,0.5459558170750044,26108.26057507252,32333.00013374491,10290.61637070027,5029.915707140766,0.1688902580700168,0.7948707293921508,0.22095661820007745,1.3811644391429692,20,299,24593.202382147207,43205.5449321907,19750.49343502828,0.735621668708701,11
C10019,2661.9288330415584,0.6344385578425092,25490.970559034235,31952.590605535243,11684.45579006289,9077.482279424676,0.17790635084922676,0.7823963254794445,0.29247711891295664,1.2967323388919425,25,263,26657.126948959256,43364.55408797728,14259.299324052383,0.7216070508759928,11
C10020,4503.786901224091,0.5413503264685818,25736.611293158043,33163.6077182518,10894.547722591073,6777.897379717736,0.24525818778813643,0.7397291501172053,0.21680820730870512,1.3209819461119756,25,330,25740.946134565802,43968.17557663602,9448.10769637821,0.6918346657138023,11
C10021,14390.57718848003,0.7984014677088385,40874.49910826713,7565.529978962885,19460.739951271684,44882.66899072139,0.8969188195308675,0.19911436855861503,0.5025314930184275,0.9304382145997501,89,206,14234.678202406245,12927.967880117201,51434.64280023731,0.40557143589836464,10
C10022,13686.622078171898,0.6992688678554904,42020.522028974985,8196.197007487477,19846.844334787984,36065.32515393354,0.7507751686993825,0.2570561295207882,0.6000347473657566,0.9877551167713392,96,210,13139.0097054957,11298.706717700172,54663.57237257933,0.2522219838106752,10
C10023,4349.937377203775,0.20304996827237365,27719.812838235262,35419.22731525629,3883.4075158492,7606.291521782727,0.3695694709739254,0.5612951094112391,0.8401436856675903,0.33519126105769576,85,109,17017.44024018856,21660.26089655334,38567.335251902085,0.8258444188516374,6
C10024,4348.853703642305,0.18278890869335082,31743.25956866257,33955.45587295309,3970.6945538165696,11443.815953708041,0.3653397278555738,0.46604444329067063,0.9148664337976894,0.12984270078484733,94,84,14891.7445292262,25339.599650180113,36539.23075100303,0.8607158406371124,6
C10025,12865.304426325407,0.8998652821544288,39348.83457679982,7088.683689025744,19455.429317647184,34092.142594259436,0.918287977153606,0.24533264109296243,0.570323680446689,0.9947877896275179,108,188,13981.18918184539,9142.211153005315,49107.82480021574,0.3246562482332516,10
C10026,4432.283570992864,0.15006241472534446,27609.736832705345,36394.21070658291,3123.2756848919057,12529.07071716844,0.3458020283773233,0.5960324385645509,0.846841019025529,0.17617409798328515,75,105,15617.92918565094,23826.0363910234,35920.65303320734,0.8452110444170404,6
C10027,15630.622187727056,0.8806238012123213,36467.99523978033,7275.841867413973,17382.576035275713,38773.288933079435,0.7056522973040269,0.26233136588767536,0.5621927766997201,0.9984138391493658,99,206,17307.28942977014,8913.547853702137,63932.041987047385,0.3688279770023317,9
C10028,3072.3437490075166,0.6015472655813092,27107.18925423708,33091.56568985852,12234.554766640627,11767.725840963672,0.08673129852742822,0.6467093661803685,0.08422174112667584,1.351002389147455,35,252,23809.183606427676,45198.57123321121,21163.2585435172,0.6667043840797046,11
C10029,13334.9055221089,0.8000797820698174,41474.6898183286,6429.745528148352,18032.05800801072,35429.21950581172,0.7883525312487323,0.24536888375298205,0.5010000331566985,0.9934419852938949,78,175,14220.64507123567,7571.0072251407955,54629.63085154525,0.40357053445376306,10
C10030,17148.527695545847,0.15708781944961972,6982.0223625259705,29878.508391174255,10819.414959798196,25749.326285412728,0.45841192918469037,0.730384965393992,0.676542954686537,1.0950963209257745,38,186,5757.179048540071,21730.946454222372,57863.544244531804,0.19495553013704095,8
C10031,12216.523386320103,0.720280670037802,42803.078080831,6443.5658959415105,19075.140532307152,33708.64676712215,0.8657640937913614,0.2587319201199032,0.5222780025233039,1.0554241308319634,83,226,13538.855688773363,10614.584858645321,53815.92991075416,0.3647741508692128,10
C10032,3310.5908856130927,0.5999204746840173,31427.68034331739,29692.27374893846,9395.804625388819,12119.271832665469,0.2410035019351051,0.7592437135506283,0.19267390752585833,1.3532201448868388,28,307,27471.470632011624,42788.566249170464,,0.7484582783513638,11
C10033,13103.683348400129,0.7108162020898295,38831.19650968335,7326.463362641343,19602.35016967523,34938.72891652409,0.7929489790438055,0.22068303953428112,0.5024986799491319,0.9259080079507575,103,224,16844.360995669245,11257.445963612148,58047.235558608154,0.3655630121143374,10
C10034,3448.361360934745,0.5456857795672352,23015.210537608797,32817.50787397153,9348.121772812368,12098.288811875813,0.201443501122737,0.6798003028079342,0.200645992290121,1.317130780788604,22,276,26385.408137394246,43553.361996351035,14499.995742251233,0.6433952291742567,10
C10035,5213.053393083373,0.17643209535870033,33291.186839564376,34505.59697682473,2518.9444801502164,12987.23349135669,0.5019571618672198,0.5000483894468015,0.8821218704078208,0.27644630373181694,84,89,15146.149655345955,24118.905123203836,27820.39299104402,0.7827407062058861,6
C10036,3064.2820546029757,0.209109615923229,31623.38053011656,34871.30656575117,2722.806722927574,13415.821611173222,0.3339433179865558,0.5637513952979686,0.8578872129889441,0.06103721510501706,77,58,16566.516211904433,22721.05280312459,28616.37844989693,0.8032650448165362,6
C10037,13562.160459405697,0.7483366435802964,40420.3852676282,5651.204935198813,19218.855355048654,40740.40263375186,0.7300694495196963,0.428734314513785,0.5770352183858299,0.974760127502367,105,200,13581.34318514418,9523.653527535207,61759.60029554232,0.42214686693387526,10
C10038,4098.825149636875,0.16153559622653485,28657.737025347553,35367.965981308036,3511.4014259248574,12918.452330128037,0.34526179859606526,0.47606599722358595,0.8510096889639768,0.1369695912689604,81,68,13964.059230304892,23290.46187978035,33927.766221030666,0.7950533788843476,7
C10039,14771.11053379942,0.7048080545028871,40975.72061576129,6537.2465338416205,19517.968679604593,35048.06172489251,0.8559906499440609,0.17214100324040546,0.4609477477402333,0.8653808846980873,94,219,13960.703822033129,9250.744752619936,51755.652787467945,0.38090157574350125,9
C10040,4568.69174982304,0.2597323457133258,33158.61250083785,37295.12545418825,2442.801050464793,12182.763283611499,0.27965569172442994,0.5984020556020999,0.7762664692323388,0.24232179392065395,80,89,18146.166877977917,28278.202800016174,34948.05449544816,0.8586707164243,7
C10041,17409.219501950556,0.25181590135211535,11900.73530687783,32104.879264649695,11933.491655742559,26621.160381584934,0.48665353050487886,0.7740672884515526,0.5406861289733181,1.0400415823570557,56,134,4023.906667892402,22848.196701824745,55524.391800207384,0.14704467536565644,8
C10042,13729.49593795963,0.10847811036677468,9698.926826060751,36031.316270873365,8760.196555281495,25217.531852056065,0.4477257219356794,0.732980841751098,0.6155706091977547,0.9908168081320845,36,140,6280.006332521204,17735.600446373817,53445.17120295542,0.1659339763824552,8
C10043,3063.505662498838,0.1495652897860716,29512.03989728637,35454.21996624367,2619.7675752777145,14547.934374440702,0.44753850162366204,0.6077912529180586,0.8056505712827028,0.18781143465508532,79,74,15639.133066147384,23466.875392343394,33040.98949562467,0.7961685126092728,6
C10044,5266.4159200148,0.15834455619979731,29566.422812022687,35700.312248395305,3568.092402478906,10173.325787999238,0.5196075933087265,0.5570005346949622,0.8756534485428638,0.15604444255783795,87,79,15204.11843554996,23956.056887368984,34761.502269655044,0.8612323965384538,6
C10045,3077.906898676626,0.2926282652005968,33107.85236105934,37874.84195310878,4304.367102276903,10716.350302356215,0.3385082282805022,0.6723776416310254,0.8961946106460265,0.2285383383345913,85,65,16566.078278193407,26842.220769008087,27685.980940959704,0.8545767848253581,6
C10046,14893.094968738378,0.754368922579707,43348.87150452842,7196.968678922024,20440.098635686343,36786.55160583207,0.758416170845926,0.21138088140827788,0.5015641718294023,0.828791190911726,89,183,16223.67250871747,8064.3158328866775,,0.3771036777926688,10
C10047,12792.682541680717,0.7951859970252676,37585.25473378939,5797.317057263258,19918.352373028043,35499.90664318533,0.8068293448408119,0.3226105168640839,0.46540931164379135,0.9206776467632556,96,174,14600.417730928146,9340.563745153166,53584.04284166675,0.40872448161174896,9
C10048,5663.871794329284,0.2326037003688782,30544.028758837503,37681.96062032922,3916.1228025919036,10265.905629337432,0.5977061609705988,0.49433917605259425,0.8293969784779567,0.2907010725648577,77,108,14696.065817738847,27148.52123145149,23860.999923779662,0.7734947914275189,7
C10049,13474.232400230809,0.8701343003456475,42195.92001673254,8179.072443490278,21581.29543168911,37177.671175626085,0.6740303542912289,0.354656341567191,0.506430819219894,0.9383548068731669,84,235,15328.076190668862,8302.970360871386,51724.92791001915,0.3409660782174464,10
C10050,4933.7525076696575,0.24468079450660676,26283.881712447972,35297.391235493604,2767.005956786096,15618.769720955112,0.47466505093866496,0.49272493030985126,0.8250953861444484,0.07296377404211878,75,92,15538.527625376008,23314.415838620702,31207.620459889826,0.9049538382326578,7
C10051,2054.3063214605027,0.28725022875222517,29141.480310341693,39155.241177703865,2652.957816852489,8389.308987218585,0.44548125166500546,0.592527819846227,0.7970707077579858,0.21959900215895642,99,93,15346.250510641477,21907.644804821957,28569.392206918368,0.7760344968577881,6
C10052,17567.546180753652,0.10501484785224248,6068.898395479642,29798.752846080915,10757.0813285472,19143.705360252792,0.5304760315157592,0.7255092580790486,0.6466127823284834,0.8453296120016445,41,182,4046.189000469418,19839.91880773266,51168.61013397746,0.05795163448434434,8
C10053,4649.385482326099,0.13876698752652442,25751.178975094634,34638.25619279718,3882.759558520263,13851.566170317008,0.47888294332881814,0.5202326752945508,0.8286086650314451,0.20885607834388492,64,119,14668.453514691686,23475.915939151233,31980.31727630723,0.8831002235325053,7
C10054,13030.318167581736,0.7672147220713833,41541.29229640424,4084.981847907185,19163.859245092877,37746.28867693977,0.8548524783074135,0.24461265259782516,0.4932486138301076,1.0657825492302901,97,244,11722.581045304605,12306.438969115057,,0.43321508342741244,10
C10055,2946.780532560243,0.24637006121683988,27643.653103731438,39184.85668429595,3263.9938478366225,11250.505981905148,0.30628791778590364,0.5936478780156914,0.9322794220759841,0.13871039266363097,85,68,15878.459360909126,25356.979231492507,42674.93034998579,0.8544840413402233,6
C10056,4622.43780480413,0.20958119072409545,29816.218270329813,33343.92957720966,1488.7483028256602,12874.671377017774,0.4156326729754483,0.5979815001587632,0.8082110373628251,0.19823417362919435,90,108,16420.928235471532,28428.48987835892,39830.56707429786,0.8784994841501504,7
C10057,13938.862262716691,0.7576516541287198,40881.67043966664,6409.015622967652,18393.49488663889,36621.714291147415,0.7305100159373363,0.12202437979301861,0.5336894419129992,0.9778600306982752,103,170,12226.67618592235,9336.142322922024,63351.38051026609,0.3170490352982762,9
C10058,3026.345175921449,0.5529295699076184,30539.15187757225,35602.61164019578,9471.249697603387,12299.882998515423,0.1719974094013658,0.7671524883779102,0.18977178988836466,1.3163599712322482,40,293,25196.447198210135,44583.060750354,19613.527010956026,0.6818692257515933,11
C10059,15091.68253319585,0.7173617829409583,42151.1826083294,6963.585899471454,18836.430564830123,38030.60310930334,0.7525984608799543,0.1957970902546817,0.5569003541086408,1.0219212612926076,106,219,15641.455932193423,8851.281630611395,57337.642122603014,0.28393846895147795,10
C10060,12699.160810632628,0.7072150434040648,42661.1513366305,5506.814445041567,20552.900246084006,36081.39896971157,0.8308161326730776,0.18433108051198055,0.5490949863122332,1.050768922622185,89,186,14165.612036701,10133.459053777908,57458.32988400365,0.41326062727146723,10
C10061,13520.925431030828,0.6960172326896711,40392.91945609218,7982.611533743821,19505.825052056796,33026.085591903306,0.8136561172445793,0.21453863269633802,0.5885364038201877,0.8762869377643113,78,202,12964.424859791165,8562.16006049958,64140.96855410378,0.4204878572937274,10
C10062,16723.843670576265,0.21894816125941322,9863.163601717093,33327.80219583612,9005.852576170093,23156.109778825405,0.4430667796335668,0.6750376618884859,0.6777247754591418,0.9600392903205879,47,164,4388.0554782451945,17013.18522846411,45607.63563148839,0.1364025345993817,8
C10063,2786.2948823281436,0.1606134027355035,34711.51824844891,35093.313364100875,3186.4020254870056,11670.722747923688,0.3702075752236313,0.626883516792342,0.9090071942764141,0.19317481102448708,94,70,13632.658143810773,25653.313543694345,23679.507154916188,0.8593098663595788,7
C10064,16678.11562850514,0.2140258869401624,11096.362565267136,31257.202320131244,11035.515170111694,23399.16285027509,0.4372887059101626,0.7420537016162283,0.683628864209158,0.9930072600883084,72,161,6103.007418960768,18516.906825597533,47136.44216902265,0.10715791754797938,7
C10065,3247.5281921798646,0.6356681961989482,24583.75166096698,32706.91626149808,10159.15073543992,12584.281988868659,0.23206793013003907,0.8531513912244733,0.21935166654347596,1.418656723340821,40,298,28337.238062195534,48160.42204840504,22602.637874251603,0.6883875552582672,11
C10066,4799.754568466272,0.23019149679953216,32013.64182785029,31504.332701095424,4080.3755613100607,7023.8458828361,0.38943011484731677,0.5870400633927048,0.9226364984051741,0.18688254566389317,88,71,16855.52103824336,23984.445942641963,45952.549501818525,0.8259634276754101,7
C10067,3085.6577149905106,0.6698615587571426,22724.521694006526,32657.87232744369,9543.45141315331,6834.516600782487,0.175362724685105,0.881368015080869,0.15876363413677178,1.2928888866261348,37,295,22666.28494548555,45473.55351240732,19858.613791055097,0.7057855695659337,10
C10068,15265.367732762572,0.13241076634377993,7387.010533792536,29501.591102850125,11633.129687538278,24431.254707944358,0.49168352682063227,0.7129708535647153,0.5850178963869905,1.0003827992428387,58,179,3958.1678986484485,22462.99744575476,51667.59435498604,0.13965448018696514,8
C10069,4109.5759686935,0.6153614857336963,28719.49067824174,30315.90774003322,9129.717409494633,12202.427460991523,0.15432482149836815,0.8331458583151976,0.1029859327702275,1.3252977627065927,29,292,25923.569994893398,45655.98098294488,10942.47257498904,0.7386593616062286,10
C10070,3149.1654504939397,0.6516006074369429,24581.450049075407,30140.59099956365,10727.406072970252,6638.811360698966,0.1598960884874973,0.7630365091787018,0.17237125269712192,1.3896575875322612,35,282,23888.90280806753,40989.45379424608,15570.359251823806,0.6384895064145202,10
C10071,12929.862410079035,0.7245041524806886,42121.908298974784,7279.908389094732,18456.132588191685,37453.64719880017,0.6555897532269844,0.16883871783747792,0.6214274544297399,0.9707038620626256,104,213,13558.2023192674,11138.308068649463,54590.40831308008,0.4055711998756628,9
C10072,13154.980085051811,0.7045372458110394,40971.35905475102,6277.04918971692,18878.861021369543,43072.49995566749,0.8528817219624697,0.09245741411432504,0.5412210911851967,0.9694669891297756,90,202,14858.925504291416,11132.142841633104,54546.48149048256,0.4028561303409107,10
C10073,13121.730159133382,0.7538341180752823,40409.23285874466,7042.444029904869,18931.986207057213,38381.067388863186,0.762001211521981,0.14044138400271422,0.5530339642520845,1.0378874476573179,89,180,14522.831710225002,9072.507597678667,60516.50298684373,0.32433731621851686,9
C10074,12796.744212672133,0.7085388672458698,41860.48699419005,5196.440195779092,19060.333258335108,39122.51042507692,0.8080130390275118,0.2549404053765426,0.44714978099003166,0.9407810245207335,103,180,16289.24194976295,6910.151680814791,53364.56907101142,0.40976866363055053,10
C10075,12715.885570340186,0.7702007166506399,42787.784829122815,6828.178975764703,20014.75202347587,34690.93761176073,0.7949163277590046,0.3044048180950037,0.5668762615374279,1.1136618323478662,95,204,14282.061617096673,7209.706550491791,63896.34959258609,0.3516121085264037,9
C10076,13349.336545227656,0.7124509889289563,40215.8304607366,4908.12111642115,18242.91657236144,35011.44167385343,0.8610026170757641,0.34438972034640164,0.5791269198851772,1.1344333832201856,91,253,15431.214291397258,9892.576599024762,68497.07073593873,0.40922031560093036,10
C10077,12349.820721425525,0.7908854537095834,40066.25584509505,4032.9851881346594,19008.11046863685,35710.55443047636,0.7728980713455154,0.2829575752164731,0.5006783470561836,0.990788080559222,92,147,15954.758417287449,9781.865410197397,57384.71909614954,0.28195665983207324,10
C10078,4175.443462038793,0.211556138861933,26406.49334883425,38205.68527329192,4091.838583758467,10928.71401221528,0.459283310637893,0.4471715596977554,0.915372883159329,0.19918617959110058,88,68,15354.068963812435,26894.452808765902,32625.329526034242,0.7526534458732081,6
C10079,3514.9108068916794,0.18187922762316608,28067.68529990525,35318.37299664373,2660.9137285657434,12034.569465110993,0.45177319419400747,0.49464560248636014,0.791137967637741,0.14346217841907258,80,65,17314.2857281499,28487.355700308686,,0.8664479543501019,6
C10080,14226.870920995774,0.7195214936035739,45885.484227534515,4832.2844919359095,19461.91384910937,36197.47345252545,0.7588274581317276,0.35828002438070444,0.5665823677597552,1.0440348125600232,84,239,15234.485117272694,9177.85569805472,57050.89316392393,0.3907432753912394,10
C10081,14440.093438356256,0.7932082499150658,39201.686328501564,3843.5557039562327,20621.680506068755,39664.384405337994,0.7279489084817808,0.13935191319401305,0.5015528813122058,0.9974376945377739,102,167,16495.720142710838,4869.297469380056,50359.50819937529,0.385899479616393,10
C10082,14485.32757729351,0.8512449617557812,38605.72277737286,9572.750327749403,21074.986226293433,32728.67526547956,0.8307318470193986,0.1377109774164196,0.6134690794815596,1.0049505265454313,88,184,15258.888781801219,6161.33329770146,57288.0450424559,0.3642868964279236,10
C10083,4413.010523445749,0.14464048116285494,29833.238365108136,36132.039176557286,4010.5183309969,10119.939398457795,0.5187530277178853,0.5830400854293821,0.8285961632502604,0.20264480472954388,83,28,14804.601180684864,24729.596271486993,44321.17225880957,0.8032711700300426,7
C10084,14842.558289232758,0.6467252683970612,43698.71968762339,9008.776393353653,20681.03502127298,38156.37766280422,0.7379693262031339,0.23124039883190164,0.536775513771605,1.1439710448522094,93,180,16793.85439974882,9480.579654903375,60843.21096699359,0.3782349263780115,10
C10085,4218.587516572935,0.19492986342273189,29317.667901922297,35140.26152518796,2797.418866994448,9714.53951687151,0.4262109360468981,0.6390563386984042,0.7991793697314559,0.21853424698925755,80,108,18251.86388309261,23360.55926743876,41042.57040568671,0.7993545177456225,6
C10086,13502.897115349166,0.7086023992395221,36914.6984624181,5295.296651667167,21174.529189544744,41583.222094945195,0.8063431280319469,0.20234006123257006,0.5202383297263167,0.9566928479292173,92,221,13888.520796083414,10724.255510127903,61268.794942637345,0.34713060931603007,9
C10087,2787.211269865206,0.5460469700239807,27325.926100360917,29021.35853059854,9683.82714431948,10381.295040522089,0.214299609370228,0.7265342412643981,0.1451668165066148,1.4569690540155014,32,328,25154.145788889487,42307.784560407476,17691.455778363455,0.5781750425764217,10
C10088,6302.351287375193,0.18623941267241906,25789.991877457793,32336.026953561508,1393.0696448871943,9451.156794517363,0.4684231589636921,0.5940841125237801,0.7803216601359235,0.09715074624802096,73,111,15606.251855462255,26766.974285985794,28549.643791459795,0.8004657228608812,7
C10089,13177.363949351871,0.7555358056920922,41793.613867051026,4280.328973176101,17893.971889165565,40935.11014883887,0.7272887106702405,0.22854351026134298,0.524653839036935,1.0497636051886312,85,216,13162.45812007472,12184.729769276475,58099.41936394463,0.3354760816082297,9
C10090,3919.959702029098,0.23570602498407547,34201.091586926115,35280.94963635106,2729.547626694254,8935.533204150226,0.43696170047255023,0.45117988697365696,0.9151337893790007,0.19704252393684818,92,32,14846.743330044224,25950.120243423535,27882.361501304327,0.898265542215502,6
C10091,4899.4371171663915,0.18402209935070676,28216.38112775811,37445.751761222506,3047.9266536126015,16277.657240941084,0.4286259397447738,0.5861226214445012,0.8756333689230579,0.15745754873663753,98,68,15905.118242924258,22604.543424516447,31462.48833279769,0.8616337028983616,7
C10092,5952.272400047,0.181069064740556,28387.851807758154,37141.38179561773,3762.2579463992593,7278.663441832254,0.4762100718238615,0.44744380343676726,0.8969250095726143,0.09435349312884111,78,88,16040.768112134489,23704.02832452372,35804.8302408485,0.793262172643256,6
C10093,13428.9647554622,0.8046027687198691,39140.62858009357,10625.860945838485,19317.46649222693,38613.2859244938,0.999194115697915,0.28122132897632734,0.5470373598597313,0.9904216263635874,103,183,13927.275951248874,10532.6928398318,51447.93585234803,0.4231220995429804,10
C10094,3127.822721480201,0.5818073047015773,28071.752149898828,32223.679409267843,10719.565971103888,9514.122862206428,0.32201817778060216,0.8022213291909102,0.2824917513152762,1.352671367194182,24,281,28056.94932903592,45559.48736543257,27488.217282601145,0.7415510503669152,11
C10095,13473.800620812679,0.7558581721651321,41377.61483907195,6883.015661719549,21162.755459602944,38622.45607573748,0.9227935642745695,0.3244384066141853,0.5504281489053562,1.0361696373915215,83,217,14415.993046631542,10427.902274457618,51960.4168101812,0.3305079391090996,9
C10096,16293.284059447875,0.2653543025073972,7924.030492787452,29368.4692141678,11472.378871285333,17897.338036310823,0.5315616435499507,0.7467290716381233,0.6515666731138993,1.0171926169017866,51,165,4201.923317319668,21625.547486486557,48506.18479997772,0.13052013413032856,8
C10097,13380.383507281695,0.7654938095419858,37461.681784253065,4686.825564348,20668.420655396054,38946.41486771001,0.8595786243588515,0.23147198580794945,0.5559162712793951,1.0014753794936888,81,240,16231.994346284007,8514.427674990155,48720.838801100566,0.34809228699643074,10
C10098,16646.45891603532,0.1782357948268492,6228.865702316731,29451.872730274943,11071.271257497481,20825.74711692532,0.543833314931415,0.6046388467927708,0.6177859832681377,1.0248171136715292,41,155,3473.852758214131,17913.484821502592,59434.36724617313,0.11258902877106007,8
C10099,17524.110102165134,0.22586936401608698,7166.981824415367,31476.888476261534,11991.979899324566,18390.61687738037,0.4956236744092049,0.7633723832792957,0.5466258534741842,0.9989151858112828,54,161,5388.186951366975,20121.01523340932,51615.290818464455,0.13881258015342743,8
C10100,4122.323219363243,0.6792581988422222,24514.615593269402,31156.22157328538,11782.65744155569,5461.665794187102,0.17288121967139652,0.7712345262384931,0.18886245263832074,1.322407212595018,21,270,27081.236190759675,46390.65567234881,14487.215342141988,0.7186836230213244,11
C10101,13402.775773363332,0.7962297564403786,44603.96880164692,4532.452639944582,19947.151739071294,38419.35538461481,0.833001500590635,0.33490096272317554,0.5495509115209555,0.8972181130307748,93,200,13248.599579018677,4492.901092598002,50933.071500396705,0.3525211171253686,10
C10102,12243.969114003376,0.7432155254300268,37447.6799160782,7309.622999106882,18259.50535231272,36560.172938761636,0.7820677275085155,0.17105894829690999,0.534948358555581,1.020982062335652,83,199,14233.695357468527,8473.42005408342,57193.38385977005,0.3718060991035401,9
C10103,3214.8131670108587,0.5781026733052713,25020.523604067435,33413.74252075504,10812.708217240359,2708.3436318089625,0.18402749626757237,0.7219360989754628,0.22180345576150293,1.2997147922250738,38,257,26099.72208338567,38713.45220680947,15882.7971014243,0.6902622208561465,10
C10104,17265.297543101828,0.12406052897031197,8362.734676077662,28872.624038371527,10775.163982025011,22797.45248176669,0.5371482371742199,0.6668991468271318,0.5759511186112479,0.9776062435611375,39,167,5553.126197379105,16892.889075817195,54228.14383999086,0.17279682569324537,8
C10105,13453.01325089677,0.8629520834426966,38625.3328114739,5423.325961096296,19210.192233810845,35744.31569286573,0.7279536391720942,0.30577650310209153,0.5157457071631176,0.9799235163599764,84,176,15448.852527533734,5853.057822236234,52168.428863561334,0.42846532948832056,10
C10106,14364.620849062974,0.7314865607090968,43776.2512388556,6940.861348553991,17839.763140865885,35403.771956550125,0.7728827978297329,0.2367529501881031,0.5111122641845803,1.0093753799069172,95,148,17242.796091994795,11652.052951266616,52509.662172284865,0.363340000087163,10
